Window,Midpoint,Pi,Theta,S
140857-141656,141256,0.0005,0.0006,1
140907-141706,141306,0.0005,0.0006,1
140957-141756,141356,0.0005,0.0006,1
141007-141806,141406,0.0005,0.0006,1
141057-141856,141456,0.0005,0.0006,1
141107-141906,141506,0,0,0
141157-141956,141556,0,0,0
141207-142006,141606,0,0,0
141257-142056,141656,0,0,0
141307-142106,141706,0,0,0
141357-142156,141756,0,0,0
141407-142206,141806,0,0,0
141457-142256,141856,0,0,0
141507-142306,141906,0,0,0
141557-142356,141956,0,0,0
141607-142406,142006,0,0,0
141657-142456,142056,0,0,0
141707-142506,142106,0,0,0
141757-142556,142156,0,0,0
141807-142606,142206,0,0,0
141857-142656,142256,0,0,0
141907-142706,142306,0,0,0
141957-142756,142356,0,0,0
142007-142806,142406,0,0,0
142057-142857,142456,0,0,0
142107-142907,142506,0,0,0
142157-142957,142556,0,0,0
142207-143007,142606,0,0,0
142257-143057,142656,0,0,0
142307-143107,142706,0,0,0
142357-143157,142756,0,0,0
142407-143207,142806,0,0,0
142457-143257,142857,0,0,0
142507-143307,142907,0,0,0
142557-143357,142957,0,0,0
142607-143407,143007,0,0,0
142657-143457,143057,0,0,0
142707-143507,143107,0,0,0
142757-143557,143157,0,0,0
142807-143607,143207,0,0,0
142858-143657,143257,0,0,0
142908-143707,143307,0,0,0
142958-143757,143357,0,0,0
143008-143807,143407,0,0,0
143058-143857,143457,0,0,0
143108-143907,143507,0,0,0
143158-143957,143557,0,0,0
143208-144007,143607,0,0,0
143258-144057,143657,0,0,0
143308-144107,143707,0,0,0
143358-144157,143757,0,0,0
143408-144207,143807,0,0,0
143458-144257,143857,0,0,0
143508-144307,143907,0,0,0
143558-144357,143957,0,0,0
143608-144407,144007,0,0,0
143658-144457,144057,0.0005,0.0006,1
143708-144507,144107,0.001,0.0012,2
143758-144557,144157,0.0015,0.0018,3
143808-144607,144207,0.0015,0.0018,3
143858-144657,144257,0.0015,0.0018,3
143908-144707,144307,0.0015,0.0018,3
143958-144757,144357,0.0015,0.0018,3
144008-144807,144407,0.0045,0.0042,7
144058-144857,144457,0.0045,0.0042,7
144108-144907,144507,0.0045,0.0042,7
144158-144957,144557,0.0045,0.0042,7
144208-145007,144607,0.0045,0.0042,7
144258-145057,144657,0.0045,0.0042,7
144308-145107,144707,0.0045,0.0042,7
144358-145157,144757,0.0045,0.0042,7
144408-145207,144807,0.0045,0.0042,7
144458-145257,144857,0.004,0.0036,6
144508-145307,144907,0.0035,0.003,5
144558-145357,144957,0.003,0.0024,4
144608-145407,145007,0.003,0.0024,4
144658-145457,145057,0.003,0.0024,4
144708-145507,145107,0.003,0.0024,4
144758-145557,145157,0.003,0.0024,4
144808-145607,145207,0,0,0
144858-145657,145257,0,0,0
144908-145707,145307,0,0,0
144958-145757,145357,0,0,0
145008-145807,145407,0,0,0
145058-145857,145457,0,0,0
145108-145907,145507,0,0,0
145158-145957,145557,0,0,0
145208-146007,145607,0,0,0
145258-146057,145657,0,0,0
145308-146107,145707,0,0,0
145358-146157,145757,0.0005,0.0006,1
145408-146207,145807,0.0005,0.0006,1
145458-146257,145857,0.0005,0.0006,1
145508-146307,145907,0.0005,0.0006,1
145558-146357,145957,0.0005,0.0006,1
145608-146407,146007,0.0005,0.0006,1
145658-146457,146057,0.0005,0.0006,1
145708-146507,146107,0.0005,0.0006,1
145758-146557,146157,0.0005,0.0006,1
145808-146607,146207,0.0005,0.0006,1
145858-146657,146257,0.0005,0.0006,1
145908-146707,146307,0.0005,0.0006,1
145958-146757,146357,0.0005,0.0006,1
146008-146807,146407,0.0005,0.0006,1
146058-146857,146457,0.0005,0.0006,1
146108-146907,146507,0.0005,0.0006,1
146158-146957,146557,0,0,0
146208-147007,146607,0,0,0
146258-147057,146657,0,0,0
146308-147107,146707,0,0,0
146358-147157,146757,0,0,0
146408-147207,146807,0,0,0
146458-147278,146857,0.0015,0.0018,3
146508-147328,146907,0.002,0.0024,4
146558-147378,146957,0.0025,0.003,5
146608-147428,147007,0.0025,0.003,5
146658-147478,147057,0.0025,0.003,5
146708-147528,147107,0.0025,0.003,5
146758-147578,147157,0.0025,0.003,5
146808-147628,147207,0.0025,0.003,5
146858-147678,147278,0.003,0.0036,6
146908-147728,147328,0.0035,0.0042,7
146958-147778,147378,0.0035,0.0042,7
147008-147828,147428,0.0035,0.0042,7
147058-147878,147478,0.0035,0.0042,7
147108-147928,147528,0.0035,0.0042,7
147158-147978,147578,0.0035,0.0042,7
147208-148028,147628,0.0045,0.0054,9
147279-148078,147678,0.003,0.0036,6
147329-148128,147728,0.0025,0.003,5
147379-148178,147778,0.002,0.0024,4
147429-148228,147828,0.002,0.0024,4
147479-148278,147878,0.002,0.0024,4
147529-148328,147928,0.002,0.0024,4
147579-148378,147978,0.002,0.0024,4
147629-148428,148028,0.002,0.0024,4
147679-148478,148078,0.0015,0.0018,3
147729-148528,148128,0.002,0.0024,4
147779-148578,148178,0.002,0.0024,4
147829-148631,148228,0.002,0.0024,4
147879-148681,148278,0.0025,0.003,5
147929-148731,148328,0.0025,0.003,5
147979-148781,148378,0.0025,0.003,5
148029-148831,148428,0.0015,0.0018,3
148079-148881,148478,0.0015,0.0018,3
148129-148931,148528,0.0015,0.0018,3
148179-148981,148578,0.0015,0.0018,3
148229-149031,148631,0.0015,0.0018,3
148279-149081,148681,0.0015,0.0018,3
148329-149131,148731,0.0015,0.0018,3
148379-149181,148781,0.0015,0.0018,3
148429-149231,148831,0.0015,0.0018,3
148479-149281,148881,0.0015,0.0018,3
148529-149331,148931,0.0005,0.0006,1
148579-149381,148981,0.001,0.0012,2
148632-149431,149031,0.001,0.0012,2
148682-149481,149081,0.0005,0.0006,1
148732-149531,149131,0.0005,0.0006,1
148782-149581,149181,0.0005,0.0006,1
148832-149631,149231,0.0005,0.0006,1
148882-149681,149281,0.001,0.0012,2
148932-149755,149331,0.001,0.0012,2
148982-149805,149381,0.001,0.0012,2
149032-149855,149431,0.001,0.0012,2
149082-149905,149481,0.0015,0.0018,3
149132-149955,149531,0.0015,0.0018,3
149182-150005,149581,0.0015,0.0018,3
149232-150055,149631,0.0015,0.0018,3
149282-150105,149681,0.0015,0.0018,3
149332-150155,149755,0.0015,0.0018,3
149382-150205,149805,0.001,0.0012,2
149432-150255,149855,0.001,0.0012,2
149482-150305,149905,0.0015,0.0018,3
149532-150355,149955,0.0015,0.0018,3
149582-150405,150005,0.0015,0.0018,3
149632-150455,150055,0.0015,0.0018,3
149682-150505,150105,0.001,0.0012,2
149756-150555,150155,0.001,0.0012,2
149806-150605,150205,0.001,0.0012,2
149856-150655,150255,0.001,0.0012,2
149906-150705,150305,0.0005,0.0006,1
149956-150755,150355,0.0005,0.0006,1
150006-150805,150405,0.0005,0.0006,1
150056-150855,150455,0.0005,0.0006,1
150106-150956,150505,0.0005,0.0006,1
150156-151006,150555,0.0005,0.0006,1
150206-151056,150605,0.0005,0.0006,1
150256-151106,150655,0.0005,0.0006,1
150306-151156,150705,0,0,0
150356-151206,150755,0,0,0
150406-151256,150805,0,0,0
150456-151306,150855,0,0,0
150506-151356,150956,0,0,0
150556-151406,151006,0.0005,0.0006,1
150606-151456,151056,0.0005,0.0006,1
150656-151506,151106,0.0005,0.0006,1
150706-151556,151156,0.0005,0.0006,1
150756-151606,151206,0.0005,0.0006,1
150806-151656,151256,0.0005,0.0006,1
150907-151715,151306,0.001,0.0012,2
150957-151765,151356,0.001,0.0012,2
151007-151815,151406,0.001,0.0012,2
151057-151865,151456,0.001,0.0012,2
151107-151915,151506,0.001,0.0012,2
151157-151965,151556,0.001,0.0012,2
151207-152015,151606,0.0015,0.0018,3
151257-152065,151656,0.0015,0.0018,3
151307-152115,151715,0.0015,0.0018,3
151357-152165,151765,0.0015,0.0018,3
151407-152215,151815,0.001,0.0012,2
151457-152265,151865,0.001,0.0012,2
151507-152315,151915,0.0015,0.0018,3
151557-152368,151965,0.0015,0.0018,3
151607-152418,152015,0.0015,0.0018,3
151657-152468,152065,0.0015,0.0018,3
151716-152518,152115,0.001,0.0012,2
151766-152568,152165,0.001,0.0012,2
151816-152618,152215,0.001,0.0012,2
151866-152668,152265,0.001,0.0012,2
151916-152718,152315,0.001,0.0012,2
151966-152768,152368,0.001,0.0012,2
152016-152818,152418,0.0005,0.0006,1
152066-152868,152468,0.0005,0.0006,1
152116-152918,152518,0.0005,0.0006,1
152166-152968,152568,0.0005,0.0006,1
152216-153018,152618,0.0005,0.0006,1
152266-153068,152668,0.0005,0.0006,1
152316-153118,152718,0,0,0
152369-153168,152768,0,0,0
152419-153218,152818,0,0,0
152469-153268,152868,0,0,0
152519-153318,152918,0,0,0
152569-153368,152968,0.0005,0.0006,1
152619-153418,153018,0.0005,0.0006,1
152669-153468,153068,0.0005,0.0006,1
152719-153518,153118,0.0005,0.0006,1
152769-153568,153168,0.0005,0.0006,1
152819-153618,153218,0.0005,0.0006,1
152869-153668,153268,0.0005,0.0006,1
152919-153718,153318,0.0005,0.0006,1
152969-153768,153368,0.001,0.0012,2
153019-153818,153418,0.001,0.0012,2
153069-153868,153468,0.001,0.0012,2
153119-153918,153518,0.001,0.0012,2
153169-153971,153568,0.001,0.0012,2
153219-153989,153601,0.00104,0.00125,2
