Window,Midpoint,Pi,Theta,S
143793-144592,144192,0.00056,0.00092,2
143843-144642,144242,0.00056,0.00092,2
143893-144692,144292,0.00056,0.00092,2
143943-144742,144342,0.00028,0.00046,1
143993-144792,144392,0.00028,0.00046,1
144043-144842,144442,0.00028,0.00046,1
144093-144892,144492,0.00028,0.00046,1
144143-144942,144542,0.00028,0.00046,1
144193-144992,144592,0.00028,0.00046,1
144243-145042,144642,0.00028,0.00046,1
144293-145092,144692,0.00028,0.00046,1
144343-145142,144742,0.00028,0.00046,1
144393-145192,144792,0.00028,0.00046,1
144443-145242,144842,0.00028,0.00046,1
144493-145292,144892,0.00028,0.00046,1
144543-145342,144942,0,0,0
144593-145392,144992,0,0,0
144643-145442,145042,0,0,0
144693-145492,145092,0,0,0
144743-145542,145142,0,0,0
144793-145592,145192,0,0,0
144843-145642,145242,0,0,0
144893-145692,145292,0,0,0
144943-145743,145342,0,0,0
144993-145793,145392,0,0,0
145043-145843,145442,0,0,0
145093-145893,145492,0,0,0
145143-145943,145542,0,0,0
145193-145993,145592,0,0,0
145243-146043,145642,0,0,0
145293-146093,145692,0,0,0
145343-146143,145743,0,0,0
145393-146193,145793,0,0,0
145443-146243,145843,0,0,0
145493-146293,145893,0,0,0
145543-146343,145943,0,0,0
145593-146393,145993,0,0,0
145643-146443,146043,0,0,0
145693-146493,146093,0,0,0
145744-146543,146143,0,0,0
145794-146593,146193,0,0,0
145844-146643,146243,0,0,0
145894-146693,146293,0,0,0
145944-146743,146343,0,0,0
145994-146793,146393,0,0,0
146044-146843,146443,0,0,0
146094-146893,146493,0,0,0
146144-146943,146543,0,0,0
146194-146993,146593,0,0,0
146244-147043,146643,0,0,0
146294-147093,146693,0,0,0
146344-147143,146743,0,0,0
146394-147193,146793,0,0,0
146444-147243,146843,0,0,0
146494-147293,146893,0,0,0
146544-147343,146943,0.00049,0.00046,1
146594-147393,146993,0.00104,0.00138,3
146644-147443,147043,0.00104,0.00138,3
146694-147493,147093,0.00104,0.00138,3
146744-147543,147143,0.00104,0.00138,3
146794-147593,147193,0.00104,0.00138,3
146844-147643,147243,0.00382,0.00322,7
146894-147693,147293,0.00382,0.00322,7
146944-147743,147343,0.00382,0.00322,7
146994-147793,147393,0.00382,0.00322,7
147044-147843,147443,0.00382,0.00322,7
147094-147893,147493,0.00382,0.00322,7
147144-147943,147543,0.00382,0.00322,7
147194-147993,147593,0.00382,0.00322,7
147244-148043,147643,0.00382,0.00322,7
147294-148093,147693,0.00382,0.00322,7
147344-148143,147743,0.00333,0.00276,6
147394-148193,147793,0.00278,0.00184,4
147444-148243,147843,0.00278,0.00184,4
147494-148293,147893,0.00278,0.00184,4
147544-148343,147943,0.00278,0.00184,4
147594-148393,147993,0.00278,0.00184,4
147644-148443,148043,0,0,0
147694-148493,148093,0,0,0
147744-148543,148143,0,0,0
147794-148593,148193,0,0,0
147844-148643,148243,0,0,0
147894-148693,148293,0,0,0
147944-148743,148343,0,0,0
147994-148793,148393,0,0,0
148044-148843,148443,0,0,0
148094-148893,148493,0,0,0
148144-148943,148543,0,0,0
148194-148993,148593,0.00063,0.00046,1
148244-149043,148643,0.00063,0.00046,1
148294-149093,148693,0.00063,0.00046,1
148344-149143,148743,0.00063,0.00046,1
148394-149193,148793,0.00063,0.00046,1
148444-149243,148843,0.00063,0.00046,1
148494-149293,148893,0.00063,0.00046,1
148544-149343,148943,0.00063,0.00046,1
148594-149393,148993,0.00063,0.00046,1
148644-149443,149043,0.00063,0.00046,1
148694-149493,149093,0.00063,0.00046,1
148744-149543,149143,0.00063,0.00046,1
148794-149593,149193,0.00063,0.00046,1
148844-149643,149243,0.00063,0.00046,1
148894-149693,149293,0.00063,0.00046,1
148944-149743,149343,0.00063,0.00046,1
148994-149793,149393,0,0,0
149044-149843,149443,0,0,0
149094-149893,149493,0,0,0
149144-149943,149543,0,0,0
149194-149993,149593,0,0,0
149244-150043,149643,0,0,0
149294-150117,149693,0.00104,0.00138,3
149344-150167,149743,0.00132,0.00184,4
149394-150217,149793,0.00194,0.0023,5
149444-150267,149843,0.00194,0.0023,5
149494-150317,149893,0.00194,0.0023,5
149544-150367,149943,0.00194,0.0023,5
149594-150417,149993,0.00194,0.0023,5
149644-150467,150043,0.00194,0.0023,5
149694-150517,150117,0.00243,0.00276,6
149744-150567,150167,0.00306,0.00322,7
149794-150617,150217,0.00306,0.00322,7
149844-150667,150267,0.00306,0.00322,7
149894-150717,150317,0.00306,0.00322,7
149944-150767,150367,0.00306,0.00322,7
149994-150817,150417,0.00333,0.00368,8
150044-150867,150467,0.00361,0.00414,9
150118-150917,150517,0.00285,0.00322,7
150168-150967,150567,0.00257,0.00276,6
150218-151017,150617,0.00194,0.0023,5
150268-151067,150667,0.00194,0.0023,5
150318-151117,150717,0.00194,0.0023,5
150368-151167,150767,0.00194,0.0023,5
150418-151217,150817,0.00194,0.0023,5
150468-151267,150867,0.00194,0.0023,5
150518-151317,150917,0.00146,0.00184,4
150568-151367,150967,0.00139,0.0023,5
150618-151417,151017,0.00139,0.0023,5
150668-151470,151067,0.00139,0.0023,5
150718-151520,151117,0.00167,0.00276,6
150768-151570,151167,0.00167,0.00276,6
150818-151620,151217,0.00139,0.0023,5
150868-151670,151267,0.00111,0.00184,4
150918-151720,151317,0.00083,0.00138,3
150968-151770,151367,0.00083,0.00138,3
151018-151820,151417,0.00083,0.00138,3
151068-151870,151470,0.00083,0.00138,3
151118-151920,151520,0.00083,0.00138,3
151168-151970,151570,0.00083,0.00138,3
151218-152020,151620,0.00083,0.00138,3
151268-152070,151670,0.00083,0.00138,3
151318-152120,151720,0.00083,0.00138,3
151368-152170,151770,0.00028,0.00046,1
151418-152220,151820,0.00056,0.00092,2
151471-152270,151870,0.00056,0.00092,2
151521-152320,151920,0.00028,0.00046,1
151571-152370,151970,0.00028,0.00046,1
151621-152420,152020,0.00028,0.00046,1
151671-152470,152070,0.00028,0.00046,1
151721-152520,152120,0.0009,0.00092,2
151771-152609,152170,0.0009,0.00092,2
151821-152659,152220,0.0009,0.00092,2
151871-152709,152270,0.00118,0.00138,3
151921-152759,152320,0.00118,0.00138,3
151971-152809,152370,0.00118,0.00138,3
152021-152859,152420,0.00118,0.00138,3
152071-152909,152470,0.00118,0.00138,3
152121-152959,152520,0.00118,0.00138,3
152171-153009,152609,0.00118,0.00138,3
152221-153059,152659,0.0009,0.00092,2
152271-153109,152709,0.00118,0.00138,3
152321-153159,152759,0.00118,0.00138,3
152371-153209,152809,0.00118,0.00138,3
152421-153259,152859,0.00118,0.00138,3
152471-153309,152909,0.00118,0.00138,3
152521-153359,152959,0.00056,0.00092,2
152610-153409,153009,0.00056,0.00092,2
152660-153459,153059,0.00056,0.00092,2
152710-153509,153109,0.00028,0.00046,1
152760-153559,153159,0.00028,0.00046,1
152810-153609,153209,0.00028,0.00046,1
152860-153659,153259,0.00028,0.00046,1
152910-153709,153309,0.00028,0.00046,1
152960-153810,153359,0.00028,0.00046,1
153010-153860,153409,0.00028,0.00046,1
153060-153910,153459,0.00028,0.00046,1
153110-153960,153509,0,0,0
153160-154010,153559,0,0,0
153210-154060,153609,0,0,0
153260-154110,153659,0,0,0
153310-154160,153709,0,0,0
153360-154210,153810,0,0,0
153410-154260,153860,0.00049,0.00046,1
153460-154310,153910,0.00049,0.00046,1
153510-154360,153960,0.00049,0.00046,1
153560-154410,154010,0.00049,0.00046,1
153610-154460,154060,0.00049,0.00046,1
153660-154519,154110,0.00049,0.00046,1
153710-154569,154160,0.00076,0.00092,2
153811-154619,154210,0.00076,0.00092,2
153861-154669,154260,0.00076,0.00092,2
153911-154719,154310,0.00076,0.00092,2
153961-154769,154360,0.00076,0.00092,2
154011-154819,154410,0.00076,0.00092,2
154061-154869,154460,0.00104,0.00138,3
154111-154919,154519,0.00104,0.00138,3
154161-154969,154569,0.00104,0.00138,3
154211-155019,154619,0.00104,0.00138,3
154261-155069,154669,0.00056,0.00092,2
154311-155119,154719,0.00056,0.00092,2
154361-155169,154769,0.00083,0.00138,3
154411-155222,154819,0.00083,0.00138,3
154461-155272,154869,0.00083,0.00138,3
154520-155322,154919,0.00083,0.00138,3
154570-155372,154969,0.00056,0.00092,2
154620-155422,155019,0.00056,0.00092,2
154670-155472,155069,0.00056,0.00092,2
154720-155522,155119,0.00056,0.00092,2
154770-155572,155169,0.00056,0.00092,2
154820-155622,155222,0.00056,0.00092,2
154870-155672,155272,0.00028,0.00046,1
154920-155722,155322,0.00028,0.00046,1
154970-155772,155372,0.00028,0.00046,1
155020-155822,155422,0.00028,0.00046,1
155070-155872,155472,0.00028,0.00046,1
155120-155922,155522,0.00028,0.00046,1
155170-155972,155572,0,0,0
155223-156022,155622,0,0,0
155273-156072,155672,0,0,0
155323-156122,155722,0,0,0
155373-156172,155772,0,0,0
155423-156222,155822,0.00049,0.00046,1
155473-156272,155872,0.00049,0.00046,1
155523-156322,155922,0.00049,0.00046,1
155573-156372,155972,0.00049,0.00046,1
155623-156422,156022,0.00049,0.00046,1
155673-156472,156072,0.00049,0.00046,1
155723-156522,156122,0.00049,0.00046,1
155773-156572,156172,0.00049,0.00046,1
155823-156622,156222,0.00076,0.00092,2
155873-156672,156272,0.00076,0.00092,2
155923-156722,156322,0.00076,0.00092,2
155973-156774,156372,0.00076,0.00092,2
156023-156827,156422,0.00076,0.00092,2
156073-156846,156450,0.00081,0.00097,2
